(,1,",","""",Afghanistan,"""",),",","(1,""Afghanistan""),"
(,2,",","""",Albania,"""",),",","(2,""Albania""),"
(,3,",","""",Algeria,"""",),",","(3,""Algeria""),"
(,4,",","""",Andorra,"""",),",","(4,""Andorra""),"
(,5,",","""",Angola,"""",),",","(5,""Angola""),"
(,6,",","""",Antigua and Barbuda,"""",),",","(6,""Antigua and Barbuda""),"
(,7,",","""",Argentina,"""",),",","(7,""Argentina""),"
(,8,",","""",Armenia,"""",),",","(8,""Armenia""),"
(,9,",","""",Aruba,"""",),",","(9,""Aruba""),"
(,10,",","""",Australia,"""",),",","(10,""Australia""),"
(,11,",","""",Austria,"""",),",","(11,""Austria""),"
(,12,",","""",Azerbaijan,"""",),",","(12,""Azerbaijan""),"
(,13,",","""","Bahamas, The","""",),",","(13,""Bahamas, The""),"
(,14,",","""",Bahrain,"""",),",","(14,""Bahrain""),"
(,15,",","""",Bangladesh,"""",),",","(15,""Bangladesh""),"
(,16,",","""",Barbados,"""",),",","(16,""Barbados""),"
(,17,",","""",Belarus,"""",),",","(17,""Belarus""),"
(,18,",","""",Belgium,"""",),",","(18,""Belgium""),"
(,19,",","""",Belize,"""",),",","(19,""Belize""),"
(,20,",","""",Benin,"""",),",","(20,""Benin""),"
(,21,",","""",Bhutan,"""",),",","(21,""Bhutan""),"
(,22,",","""",Bolivia,"""",),",","(22,""Bolivia""),"
(,23,",","""",Bosnia and Herzegovina,"""",),",","(23,""Bosnia and Herzegovina""),"
(,24,",","""",Botswana,"""",),",","(24,""Botswana""),"
(,25,",","""",Brazil,"""",),",","(25,""Brazil""),"
(,26,",","""",Brunei,"""",),",","(26,""Brunei""),"
(,27,",","""",Bulgaria,"""",),",","(27,""Bulgaria""),"
(,28,",","""",Burkina Faso,"""",),",","(28,""Burkina Faso""),"
(,29,",","""",Burma,"""",),",","(29,""Burma""),"
(,30,",","""",Burundi,"""",),",","(30,""Burundi""),"
(,31,",","""",Cambodia,"""",),",","(31,""Cambodia""),"
(,32,",","""",Cameroon,"""",),",","(32,""Cameroon""),"
(,33,",","""",Canada,"""",),",","(33,""Canada""),"
(,34,",","""",Cabo Verde,"""",),",","(34,""Cabo Verde""),"
(,35,",","""",Central African Republic,"""",),",","(35,""Central African Republic""),"
(,36,",","""",Chad,"""",),",","(36,""Chad""),"
(,37,",","""",Chile,"""",),",","(37,""Chile""),"
(,38,",","""",China,"""",),",","(38,""China""),"
(,39,",","""",Colombia,"""",),",","(39,""Colombia""),"
(,40,",","""",Comoros,"""",),",","(40,""Comoros""),"
(,41,",","""","Congo, Democratic Republic of the","""",),",","(41,""Congo, Democratic Republic of the""),"
(,42,",","""","Congo, Republic of the","""",),",","(42,""Congo, Republic of the""),"
(,43,",","""",Costa Rica,"""",),",","(43,""Costa Rica""),"
(,44,",","""",Cote d'Ivoire,"""",),",","(44,""Cote d'Ivoire""),"
(,45,",","""",Croatia,"""",),",","(45,""Croatia""),"
(,46,",","""",Cuba,"""",),",","(46,""Cuba""),"
(,47,",","""",Curacao,"""",),",","(47,""Curacao""),"
(,48,",","""",Cyprus,"""",),",","(48,""Cyprus""),"
(,49,",","""",Czechia,"""",),",","(49,""Czechia""),"
(,50,",","""",Denmark,"""",),",","(50,""Denmark""),"
(,51,",","""",Djibouti,"""",),",","(51,""Djibouti""),"
(,52,",","""",Dominica,"""",),",","(52,""Dominica""),"
(,53,",","""",Dominican Republic,"""",),",","(53,""Dominican Republic""),"
(,54,",","""",East Timor (see Timor-Leste),"""",),",","(54,""East Timor (see Timor-Leste)""),"
(,55,",","""",Ecuador,"""",),",","(55,""Ecuador""),"
(,56,",","""",Egypt,"""",),",","(56,""Egypt""),"
(,57,",","""",El Salvador,"""",),",","(57,""El Salvador""),"
(,58,",","""",Equatorial Guinea,"""",),",","(58,""Equatorial Guinea""),"
(,59,",","""",Eritrea,"""",),",","(59,""Eritrea""),"
(,60,",","""",Estonia,"""",),",","(60,""Estonia""),"
(,61,",","""",Ethiopia,"""",),",","(61,""Ethiopia""),"
(,62,",","""",Fiji,"""",),",","(62,""Fiji""),"
(,63,",","""",Finland,"""",),",","(63,""Finland""),"
(,64,",","""",France,"""",),",","(64,""France""),"
(,65,",","""",Gabon,"""",),",","(65,""Gabon""),"
(,66,",","""","Gambia, The","""",),",","(66,""Gambia, The""),"
(,67,",","""",Georgia,"""",),",","(67,""Georgia""),"
(,68,",","""",Germany,"""",),",","(68,""Germany""),"
(,69,",","""",Ghana,"""",),",","(69,""Ghana""),"
(,70,",","""",Greece,"""",),",","(70,""Greece""),"
(,71,",","""",Grenada,"""",),",","(71,""Grenada""),"
(,72,",","""",Guatemala,"""",),",","(72,""Guatemala""),"
(,73,",","""",Guinea,"""",),",","(73,""Guinea""),"
(,74,",","""",Guinea-Bissau,"""",),",","(74,""Guinea-Bissau""),"
(,75,",","""",Guyana,"""",),",","(75,""Guyana""),"
(,76,",","""",Haiti,"""",),",","(76,""Haiti""),"
(,77,",","""",Holy See,"""",),",","(77,""Holy See""),"
(,78,",","""",Honduras,"""",),",","(78,""Honduras""),"
(,79,",","""",Hong Kong,"""",),",","(79,""Hong Kong""),"
(,80,",","""",Hungary,"""",),",","(80,""Hungary""),"
(,81,",","""",Iceland,"""",),",","(81,""Iceland""),"
(,82,",","""",India,"""",),",","(82,""India""),"
(,83,",","""",Indonesia,"""",),",","(83,""Indonesia""),"
(,84,",","""",Iran,"""",),",","(84,""Iran""),"
(,85,",","""",Iraq,"""",),",","(85,""Iraq""),"
(,86,",","""",Ireland,"""",),",","(86,""Ireland""),"
(,87,",","""",Israel,"""",),",","(87,""Israel""),"
(,88,",","""",Italy,"""",),",","(88,""Italy""),"
(,89,",","""",Jamaica,"""",),",","(89,""Jamaica""),"
(,90,",","""",Japan,"""",),",","(90,""Japan""),"
(,91,",","""",Jordan,"""",),",","(91,""Jordan""),"
(,92,",","""",Kazakhstan,"""",),",","(92,""Kazakhstan""),"
(,93,",","""",Kenya,"""",),",","(93,""Kenya""),"
(,94,",","""",Kiribati,"""",),",","(94,""Kiribati""),"
(,95,",","""","Korea, North","""",),",","(95,""Korea, North""),"
(,96,",","""","Korea, South","""",),",","(96,""Korea, South""),"
(,97,",","""",Kosovo,"""",),",","(97,""Kosovo""),"
(,98,",","""",Kuwait,"""",),",","(98,""Kuwait""),"
(,99,",","""",Kyrgyzstan,"""",),",","(99,""Kyrgyzstan""),"
(,100,",","""",Laos,"""",),",","(100,""Laos""),"
(,101,",","""",Latvia,"""",),",","(101,""Latvia""),"
(,102,",","""",Lebanon,"""",),",","(102,""Lebanon""),"
(,103,",","""",Lesotho,"""",),",","(103,""Lesotho""),"
(,104,",","""",Liberia,"""",),",","(104,""Liberia""),"
(,105,",","""",Libya,"""",),",","(105,""Libya""),"
(,106,",","""",Liechtenstein,"""",),",","(106,""Liechtenstein""),"
(,107,",","""",Lithuania,"""",),",","(107,""Lithuania""),"
(,108,",","""",Luxembourg,"""",),",","(108,""Luxembourg""),"
(,109,",","""",Macau,"""",),",","(109,""Macau""),"
(,110,",","""",Macedonia,"""",),",","(110,""Macedonia""),"
(,111,",","""",Madagascar,"""",),",","(111,""Madagascar""),"
(,112,",","""",Malawi,"""",),",","(112,""Malawi""),"
(,113,",","""",Malaysia,"""",),",","(113,""Malaysia""),"
(,114,",","""",Maldives,"""",),",","(114,""Maldives""),"
(,115,",","""",Mali,"""",),",","(115,""Mali""),"
(,116,",","""",Malta,"""",),",","(116,""Malta""),"
(,117,",","""",Marshall Islands,"""",),",","(117,""Marshall Islands""),"
(,118,",","""",Mauritania,"""",),",","(118,""Mauritania""),"
(,119,",","""",Mauritius,"""",),",","(119,""Mauritius""),"
(,120,",","""",Mexico,"""",),",","(120,""Mexico""),"
(,121,",","""",Micronesia,"""",),",","(121,""Micronesia""),"
(,122,",","""",Moldova,"""",),",","(122,""Moldova""),"
(,123,",","""",Monaco,"""",),",","(123,""Monaco""),"
(,124,",","""",Mongolia,"""",),",","(124,""Mongolia""),"
(,125,",","""",Montenegro,"""",),",","(125,""Montenegro""),"
(,126,",","""",Morocco,"""",),",","(126,""Morocco""),"
(,127,",","""",Mozambique,"""",),",","(127,""Mozambique""),"
(,128,",","""",Namibia,"""",),",","(128,""Namibia""),"
(,129,",","""",Nauru,"""",),",","(129,""Nauru""),"
(,130,",","""",Nepal,"""",),",","(130,""Nepal""),"
(,131,",","""",Netherlands,"""",),",","(131,""Netherlands""),"
(,132,",","""",New Zealand,"""",),",","(132,""New Zealand""),"
(,133,",","""",Nicaragua,"""",),",","(133,""Nicaragua""),"
(,134,",","""",Niger,"""",),",","(134,""Niger""),"
(,135,",","""",Nigeria,"""",),",","(135,""Nigeria""),"
(,136,",","""",North Korea,"""",),",","(136,""North Korea""),"
(,137,",","""",Norway,"""",),",","(137,""Norway""),"
(,138,",","""",Oman,"""",),",","(138,""Oman""),"
(,139,",","""",Pakistan,"""",),",","(139,""Pakistan""),"
(,140,",","""",Palau,"""",),",","(140,""Palau""),"
(,141,",","""",Palestinian Territories,"""",),",","(141,""Palestinian Territories""),"
(,142,",","""",Panama,"""",),",","(142,""Panama""),"
(,143,",","""",Papua New Guinea,"""",),",","(143,""Papua New Guinea""),"
(,144,",","""",Paraguay,"""",),",","(144,""Paraguay""),"
(,145,",","""",Peru,"""",),",","(145,""Peru""),"
(,146,",","""",Philippines,"""",),",","(146,""Philippines""),"
(,147,",","""",Poland,"""",),",","(147,""Poland""),"
(,148,",","""",Portugal,"""",),",","(148,""Portugal""),"
(,149,",","""",Qatar,"""",),",","(149,""Qatar""),"
(,150,",","""",Romania,"""",),",","(150,""Romania""),"
(,151,",","""",Russia,"""",),",","(151,""Russia""),"
(,152,",","""",Rwanda,"""",),",","(152,""Rwanda""),"
(,153,",","""",Saint Kitts and Nevis,"""",),",","(153,""Saint Kitts and Nevis""),"
(,154,",","""",Saint Lucia,"""",),",","(154,""Saint Lucia""),"
(,155,",","""",Saint Vincent and the Grenadines,"""",),",","(155,""Saint Vincent and the Grenadines""),"
(,156,",","""",Samoa,"""",),",","(156,""Samoa""),"
(,157,",","""",San Marino,"""",),",","(157,""San Marino""),"
(,158,",","""",Sao Tome and Principe,"""",),",","(158,""Sao Tome and Principe""),"
(,159,",","""",Saudi Arabia,"""",),",","(159,""Saudi Arabia""),"
(,160,",","""",Senegal,"""",),",","(160,""Senegal""),"
(,161,",","""",Serbia,"""",),",","(161,""Serbia""),"
(,162,",","""",Seychelles,"""",),",","(162,""Seychelles""),"
(,163,",","""",Sierra Leone,"""",),",","(163,""Sierra Leone""),"
(,164,",","""",Singapore,"""",),",","(164,""Singapore""),"
(,165,",","""",Sint Maarten,"""",),",","(165,""Sint Maarten""),"
(,166,",","""",Slovakia,"""",),",","(166,""Slovakia""),"
(,167,",","""",Slovenia,"""",),",","(167,""Slovenia""),"
(,168,",","""",Solomon Islands,"""",),",","(168,""Solomon Islands""),"
(,169,",","""",Somalia,"""",),",","(169,""Somalia""),"
(,170,",","""",South Africa,"""",),",","(170,""South Africa""),"
(,171,",","""",South Korea,"""",),",","(171,""South Korea""),"
(,172,",","""",South Sudan,"""",),",","(172,""South Sudan""),"
(,173,",","""",Spain,"""",),",","(173,""Spain""),"
(,174,",","""",Sri Lanka,"""",),",","(174,""Sri Lanka""),"
(,175,",","""",Sudan,"""",),",","(175,""Sudan""),"
(,176,",","""",Suriname,"""",),",","(176,""Suriname""),"
(,177,",","""",Swaziland,"""",),",","(177,""Swaziland""),"
(,178,",","""",Sweden,"""",),",","(178,""Sweden""),"
(,179,",","""",Switzerland,"""",),",","(179,""Switzerland""),"
(,180,",","""",Syria,"""",),",","(180,""Syria""),"
(,181,",","""",Taiwan,"""",),",","(181,""Taiwan""),"
(,182,",","""",Tajikistan,"""",),",","(182,""Tajikistan""),"
(,183,",","""",Tanzania,"""",),",","(183,""Tanzania""),"
(,184,",","""",Thailand,"""",),",","(184,""Thailand""),"
(,185,",","""",Timor-Leste,"""",),",","(185,""Timor-Leste""),"
(,186,",","""",Togo,"""",),",","(186,""Togo""),"
(,187,",","""",Tonga,"""",),",","(187,""Tonga""),"
(,188,",","""",Trinidad and Tobago,"""",),",","(188,""Trinidad and Tobago""),"
(,189,",","""",Tunisia,"""",),",","(189,""Tunisia""),"
(,190,",","""",Turkey,"""",),",","(190,""Turkey""),"
(,191,",","""",Turkmenistan,"""",),",","(191,""Turkmenistan""),"
(,192,",","""",Tuvalu,"""",),",","(192,""Tuvalu""),"
(,193,",","""",Uganda,"""",),",","(193,""Uganda""),"
(,194,",","""",Ukraine,"""",),",","(194,""Ukraine""),"
(,195,",","""",United Arab Emirates,"""",),",","(195,""United Arab Emirates""),"
(,196,",","""",United Kingdom,"""",),",","(196,""United Kingdom""),"
(,197,",","""",Uruguay,"""",),",","(197,""Uruguay""),"
(,198,",","""",Uzbekistan,"""",),",","(198,""Uzbekistan""),"
(,199,",","""",Vanuatu,"""",),",","(199,""Vanuatu""),"
(,200,",","""",Venezuela,"""",),",","(200,""Venezuela""),"
(,201,",","""",Vietnam,"""",),",","(201,""Vietnam""),"
(,202,",","""",Yemen,"""",),",","(202,""Yemen""),"
(,203,",","""",Zambia,"""",),",","(203,""Zambia""),"
(,204,",","""",Zimbabwe,"""",),;,"(204,""Zimbabwe"");"
